id,name
2256,sufism
2257,sufism
2258,yes
2259,
2260,sufism
2261,yes
2262,sufism
2263,yes
2264,adyan
2265,kalam
2266,yes
2267,sufism
2268,
2269,lugha
2270,yes
2271,
2272,lugha
2273,sufism
2274,yes
2275,lugha
2276,yes
2277,sufism
2278,sufism
2279,yes
2280,
2281,lugha
2282,yes
2283,sufism
2284,lugha
2285,yes
2286,sufism
2287,adyan
2288,fiqh
2289,lugha
2290,yes
2291,
2292,lugha
2293,yes
2294,fiqh
2295,kalam
2296,lugha
2297,yes
2298,lugha
2299,yes
2300,yes
2301,kalam
2302,rajeh
2303,sufism
2304,yes
2305,lugha
2306,yes
2307,fiqh
2308,takhsis
2309,lugha
2310,yes
2311,
2312,lugha
2313,yes
2314,
2315,
2316,lugha
2317,yes
2318,israeliyat
2319,yes
2320,sufism
2321,takhsis
2322,yes
2323,
2324,adyan
2325,yes
2326,tikrar
2327,lugha
2328,yes
2329,
2330,lugha
2331,yes
2332,sufism
2333,yes
2334,
2335,sufism
2336,yes
2337,lugha
2338,yes
2339,lugha
2340,yes
2341,kalam
2342,yes
2343,adyan
2344,fiqh
2345,kalam
2346,yes
2347,takhsis
2348,lugha
2349,yes
2350,lugha
2351,yes
2352,kalam
2353,yes
2354,kalam
2355,yes
2356,lugha
2357,yes
2358,kalam
2359,yes
2360,kalam
2361,yes
2362,lugha
2363,yes
2364,lugha
2365,yes
2366,kalam
2367,yes
2368,kalam
2369,yes
2370,kalam
